S#No#,State Code,State Name ,District Code,District Name ,Sub-District Code,Sub-District Name,Village Code,Village Version,Village Name,Village Name Local,Village Status,Census 2001 Code,Census 2011 Code,SheetName,,,
28671,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37722,1,Lohgarh (28),,Inhabitant,272400,37722,Report$,,,
28672,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37782,1,Ghanshampur (111),,Inhabitant,278400,37782,Report$,,,
28673,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37795,1,Mehsampur Khurd (74),,Inhabitant,279700,37795,Report$,,,
28674,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37787,1,Athwal (203),,Inhabitant,278900,37787,Report$,,,
28675,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37788,1,Arjan Manga (109),,Inhabitant,279000,37788,Report$,,,
28676,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37753,1,Jaspal (76),,Inhabitant,275500,37753,Report$,,,
28677,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37723,1,Jharu Nangal (80),,Inhabitant,272500,37723,Report$,,,
28678,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37766,1,Sidhwan (198),,Inhabitant,276800,37766,Report$,,,
28679,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37774,1,Bagga (207),,Inhabitant,277600,37774,Report$,,,
28680,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37738,1,Jiwan Pandher (166),,Inhabitant,274000,37738,Report$,,,
28681,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37751,1,Kot Hayat (97),,Inhabitant,275300,37751,Report$,,,
28682,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37742,1,Tarsikka (116),,Inhabitant,274400,37742,Report$,,,
28683,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37746,1,Sarja (93),,Inhabitant,274800,37746,Report$,,,
28684,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37700,1,Rattangarh (84),,Inhabitant,270100,37700,Report$,,,
28685,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37701,1,Bhinder (17),,Inhabitant,270300,37701,Report$,,,
28686,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37760,1,Bhoe (184),,Inhabitant,276200,37760,Report$,,,
28687,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37695,1,Timmowal (132),,Inhabitant,269600,37695,Report$,,,
28688,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37739,1,Kohala (165),,Inhabitant,274100,37739,Report$,,,
28689,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37721,1,Butari (82),,Inhabitant,272300,37721,Report$,,,
28690,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37816,1,Tapiala (61),,Inhabitant,281900,37816,Report$,,,
28691,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37748,1,Kaleke (77),,Inhabitant,275000,37748,Report$,,,
28692,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37756,1,Bhattike (99),,Inhabitant,275800,37756,Report$,,,
28693,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37752,1,Singhpura (96),,Inhabitant,275400,37752,Report$,,,
28694,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37771,1,Sialka (208),,Inhabitant,277300,37771,Report$,,,
28695,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37813,1,Saidoke (66),,Inhabitant,281600,37813,Report$,,,
28696,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37778,1,Boparai (185),,Inhabitant,278000,37778,Report$,,,
28697,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37789,1,Chananke (110),,Inhabitant,279100,37789,Report$,,,
28698,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37732,1,Jabbowal (123),,Inhabitant,273400,37732,Report$,,,
28699,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37839,1,Rajpura (51),,Inhabitant,284200,37839,Report$,,,
28700,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37799,1,Nangli (69),,Inhabitant,280100,37799,Report$,,,
28701,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37727,1,Muchhal (91),,Inhabitant,272900,37727,Report$,,,
28702,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37724,1,Dhulka (79),,Inhabitant,272600,37724,Report$,,,
28703,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37697,1,Thothian (88),,Inhabitant,269800,37697,Report$,,,
28704,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37757,1,Sarai (115),,Inhabitant,275900,37757,Report$,,,
28705,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37734,1,Sangrai (118),,Inhabitant,273600,37734,Report$,,,
28706,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37770,1,Kazikot (209),,Inhabitant,277200,37770,Report$,,,
28707,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37804,1,Danial (38),,Inhabitant,280600,37804,Report$,,,
28708,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37736,2,Maluwal (121),,Inhabitant,273800,37736,Report$,,,
28709,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37825,2,Thattian (36),,Inhabitant,282800,37825,Report$,,,
28710,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37717,2,Mudh (25),,Inhabitant,271900,37717,Report$,,,
28711,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37791,2,Malak Nangal (106),,Inhabitant,279300,37791,Report$,,,
28712,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37733,3,Shahpur Khurd (119),,Inhabitant,273500,37733,Report$,,,
28713,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37716,3,Nijjar (19),,Inhabitant,271800,37716,Report$,,,
28714,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37696,3,Bhaini Badeshan (87),,Inhabitant,269700,37696,Report$,,,
28715,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37719,3,Kaler Ghumman (29),,Inhabitant,272100,37719,Report$,,,
28716,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37805,3,Dhianpur (30),,Inhabitant,280700,37805,Report$,,,
28717,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37764,3,Gaddo Rajada (190),,Inhabitant,276600,37764,Report$,,,
28718,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37761,3,Nibbarwind (188),,Inhabitant,276300,37761,Report$,,,
28719,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37779,3,Tanel (112),,Inhabitant,278100,37779,Report$,,,
28720,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37768,3,Bala Chak (194),,Inhabitant,277000,37768,Report$,,,
28721,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37784,3,Kaler Bala Pa (202),,Inhabitant,278600,37784,Report$,,,
28722,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37810,3,Buttar Siviya (63),,Inhabitant,281300,37810,Report$,,,
28723,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37806,3,Jalalpur Sathiala (37),,Inhabitant,280900,37806,Report$,,,
28724,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37811,3,Khabbe Rajputan (65),,Inhabitant,281400,37811,Report$,,,
28725,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37849,3,Baba Bakala (CT),Baba Bakala (31),Inhabitant,280800,37849,Report$,,,
28726,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37772,3,Mehmudpura (210),,Inhabitant,277400,37772,Report$,,,
28727,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37775,3,Ram Dewali Musalmana (200),,Inhabitant,277700,37775,Report$,,,
28728,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37780,3,Binjarwal (100),,Inhabitant,278200,37780,Report$,,,
28729,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37762,3,Pannuwan (180),,Inhabitant,276400,37762,Report$,,,
28730,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37718,3,Naranjanpur Fattuwal (26),,Inhabitant,272000,37718,Report$,,,
28731,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37765,3,Rupowali Brahmanan (199),,Inhabitant,276700,37765,Report$,,,
28732,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37767,3,Khera (193),,Inhabitant,276900,37767,Report$,,,
28733,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37737,3,Lola (162),,Inhabitant,273900,37737,Report$,,,
28734,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37720,3,Loharanwala (27),,Inhabitant,272200,37720,Report$,,,
28735,3,PUNJAB,27,AMRITSAR,258,Baba Bakala,37726,3,Madhepur (89),,Inhabitant,272800,37726,Report$,,,
3741,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1156,1,Pindi,,Inhabitant,437000,1156,Report$,,,
3742,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1149,1,Markote,,Inhabitant,436300,1149,Report$,,,
3743,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1160,1,Sathra,,Inhabitant,439200,1160,Report$,,,
3744,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1168,1,Arai,,Inhabitant,440100,1168,Report$,,,
3745,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1161,1,Chak Rara,,Inhabitant,439400,1161,Report$,,,
3746,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1170,1,Marnote,,Inhabitant,440300,1170,Report$,,,
3747,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1175,1,Dana Dhakran,,Inhabitant,443000,1175,Report$,,,
3748,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1151,1,Jalian,,Inhabitant,436500,1151,Report$,,,
3749,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1153,1,Azamabad,,Inhabitant,436700,1153,Report$,,,
3750,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1146,1,Gagrian,,Inhabitant,436000,1146,Report$,,,
3751,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1140,1,Dhangri,,Inhabitant,435400,1140,Report$,,,
3752,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1176,1,Dhara,,Inhabitant,443100,1176,Report$,,,
3753,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1142,2,Sarooi,,Inhabitant,435600,1142,Report$,,,
3754,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1144,2,Chhamber Kanari,,Inhabitant,435800,1144,Report$,,,
3755,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1150,2,Bedar Balnai,,Inhabitant,436400,1150,Report$,,,
3756,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1167,2,Chikhriban,,Inhabitant,440000,1167,Report$,,,
3757,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1164,2,Rajpura,,Inhabitant,439700,1164,Report$,,,
3758,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1154,2,Saloonia,,Inhabitant,436800,1154,Report$,,,
3759,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1148,2,Brachar,,Inhabitant,436200,1148,Report$,,,
3760,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1143,2,Dunugam,,Inhabitant,435700,1143,Report$,,,
3761,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1141,2,Chaila,,Inhabitant,435500,1141,Report$,,,
3762,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1174,2,Kulani,,Inhabitant,442700,1174,Report$,,,
3763,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1173,2,Kahnu,,Inhabitant,440600,1173,Report$,,,
3764,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1155,2,Bandi Kama Khan,,Inhabitant,436900,1155,Report$,,,
3765,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1158,2,Galinag,,Inhabitant,439000,1158,Report$,,,
3766,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1166,2,Loial Bela,,Inhabitant,439900,1166,Report$,,,
3767,1,JAMMU AND KASHMIR,10,POONCH,17,Mandi,1162,2,Saikllu,,Inhabitant,439500,1162,Report$,,,
3768,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1218,1,Kotan,,Inhabitant,448200,1218,Report$,,,
3769,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1213,1,Bhata Dhurian,,Inhabitant,447700,1213,Report$,,,
3770,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1206,1,Dharana,,Inhabitant,446900,1206,Report$,,,
3771,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1183,1,Narol,,Inhabitant,444600,1183,Report$,,,
3772,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1182,1,Bhati Dhar,,Inhabitant,444500,1182,Report$,,,
3773,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1219,1,Gohlad,,Inhabitant,448300,1219,Report$,,,
3774,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1216,1,Galhuta,,Inhabitant,448000,1216,Report$,,,
3775,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1215,1,Nar,,Inhabitant,447900,1215,Report$,,,
3776,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1209,1,Harni,,Inhabitant,447200,1209,Report$,,,
3777,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1208,1,Ari,,Inhabitant,447100,1208,Report$,,,
3778,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1195,1,Thera,,Inhabitant,445800,1195,Report$,,,
3779,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1193,1,Jugal,,Inhabitant,445600,1193,Report$,,,
3780,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1191,1,Salwah,,Inhabitant,445400,1191,Report$,,,
3781,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1187,1,Kala Ban,,Inhabitant,445000,1187,Report$,,,
3782,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1207,1,Bhera,,Inhabitant,447000,1207,Report$,,,
3783,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1185,1,Chak Banola,,Inhabitant,444800,1185,Report$,,,
3784,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1192,2,Banola,,Inhabitant,445500,1192,Report$,,,
3785,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1184,2,Chungan,,Inhabitant,444700,1184,Report$,,,
3786,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1233,2,Naka Manjhari,,Inhabitant,447400,1233,Report$,,,
3787,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1212,2,Kallar Mohra,,Inhabitant,447600,1212,Report$,,,
3788,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1211,2,Jaranwali Gali,,Inhabitant,447500,1211,Report$,,,
3789,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1222,2,Sangiote,,Inhabitant,448600,1222,Report$,,,
3790,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1186,2,Chatral,,Inhabitant,444900,1186,Report$,,,
3791,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1210,2,Parat,,Inhabitant,447300,1210,Report$,,,
3792,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1194,2,Madan,,Inhabitant,445700,1194,Report$,,,
3793,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1190,2,Surhoti,,Inhabitant,445300,1190,Report$,,,
3794,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1189,2,Gursai,,Inhabitant,445200,1189,Report$,,,
3795,1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar,1188,2,Pathanteer,,Inhabitant,445100,1188,Report$,,,
3796,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1249,1,Sangla,,Inhabitant,451200,1249,Report$,,,
3797,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1235,1,Phagla,,Inhabitant,449800,1235,Report$,,,
3798,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1262,1,Sailan,,Inhabitant,452500,1262,Report$,,,
3799,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1244,1,Potha,,Inhabitant,450700,1244,Report$,,,
3800,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1242,1,Lassana,,Inhabitant,450500,1242,Report$,,,
3801,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1247,1,Pamrote,,Inhabitant,451000,1247,Report$,,,
3802,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1238,1,Marhote,,Inhabitant,450100,1238,Report$,,,
3803,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1236,1,Hari,,Inhabitant,449900,1236,Report$,,,
3804,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1234,1,Malhan,,Inhabitant,449700,1234,Report$,,,
3805,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1237,1,Dodi,,Inhabitant,450000,1237,Report$,,,
3806,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1263,2,Bhonikhet,,Inhabitant,452600,1263,Report$,,,
3807,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1258,2,Poshana,,Inhabitant,452100,1258,Report$,,,
3808,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1246,2,Kallar Kattal,,Inhabitant,450900,1246,Report$,,,
3809,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1250,2,Dhandi Dhara,,Inhabitant,451300,1250,Report$,,,
3810,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1253,2,Draba,,Inhabitant,451600,1253,Report$,,,
3811,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1256,2,Traranwali,,Inhabitant,451900,1256,Report$,,,
3812,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1240,2,Lathoong,,Inhabitant,450300,1240,Report$,,,
3813,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1241,2,Dhundak,,Inhabitant,450400,1241,Report$,,,
3814,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1264,2,Buffliaz,,Inhabitant,452700,1264,Report$,,,
3815,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1251,2,Fazalabad,,Inhabitant,451400,1251,Report$,,,
3816,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1259,2,Dogrian,,Inhabitant,452200,1259,Report$,,,
3817,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1265,2,Mahra,,Inhabitant,452800,1265,Report$,,,
3818,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1260,2,Chandimarh,,Inhabitant,452300,1260,Report$,,,
3819,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1257,2,Murrah,,Inhabitant,452000,1257,Report$,,,
3820,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1255,2,Sanglani,,Inhabitant,451800,1255,Report$,,,
3821,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1252,2,Surankote,,Inhabitant,451500,1252,Report$,,,
3822,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1248,2,Gunthal,,Inhabitant,451100,1248,Report$,,,
3823,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1243,2,Sanai,,Inhabitant,450600,1243,Report$,,,
3824,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1239,2,Mohra Bachai,,Inhabitant,450200,1239,Report$,,,
3825,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1266,2,Behramgalla,,Inhabitant,452900,1266,Report$,,,
3826,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1261,2,Chanansar,,Inhabitant,452400,1261,Report$,,,
3827,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1254,2,Dhara Mohra,,Inhabitant,451700,1254,Report$,,,
3828,1,JAMMU AND KASHMIR,10,POONCH,19,Surankote,1245,2,Samote,,Inhabitant,450800,1245,Report$,,,
3829,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1228,2,Panjani,,Inhabitant,449200,1228,Report$,,,
3830,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1231,2,Datote,,Inhabitant,449500,1231,Report$,,,
3831,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1227,2,Sohala,,Inhabitant,449100,1227,Report$,,,
3832,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1217,2,Dhargloon,,Inhabitant,448100,1217,Report$,,,
3833,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1225,3,Dharati,,Inhabitant,448900,1225,Report$,,,
3834,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1232,3,Tirkundi,,Inhabitant,449600,1232,Report$,,,
3835,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1229,3,Sehsutta,,Inhabitant,449300,1229,Report$,,,
3836,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1230,3,Bherooti,,Inhabitant,449400,1230,Report$,,,
3837,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1226,3,Ramlutta,,Inhabitant,449000,1226,Report$,,,
3838,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1221,3,Dharooti,,Inhabitant,448500,1221,Report$,,,
3839,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1214,3,Sangiote,,Inhabitant,447800,1214,Report$,,,
3840,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1223,3,Balakote,,Inhabitant,448700,1223,Report$,,,
3841,1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote,1224,3,Basooni,,Inhabitant,448800,1224,Report$,,,
3842,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1198,2,Mankote,,Inhabitant,446100,1198,Report$,,,
3843,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1196,2,Topa,,Inhabitant,445900,1196,Report$,,,
3844,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1205,2,Dabsi,,Inhabitant,446800,1205,Report$,,,
3845,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1197,2,Chhajla,,Inhabitant,446000,1197,Report$,,,
3846,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1177,2,Balnoi,,Inhabitant,444000,1177,Report$,,,
3847,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1199,2,Sagra,,Inhabitant,446200,1199,Report$,,,
3848,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1178,2,Ghani,,Inhabitant,444100,1178,Report$,,,
3849,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1181,3,Kasblari,,Inhabitant,444400,1181,Report$,,,
3850,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1202,3,Dhara Sher Khan,,Inhabitant,446500,1202,Report$,,,
3851,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1204,3,Fandiote,,Inhabitant,446700,1204,Report$,,,
3852,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1179,3,Uchhad,,Inhabitant,444200,1179,Report$,,,
3853,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1201,3,Kana,,Inhabitant,446400,1201,Report$,,,
3854,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1200,3,Dabraj,,Inhabitant,446300,1200,Report$,,,
3855,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1203,3,Goi,,Inhabitant,446600,1203,Report$,,,
3856,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1220,3,Lanjiote,,Inhabitant,448400,1220,Report$,,,
3857,1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote,1180,3,Salani,,Inhabitant,444300,1180,Report$,,,
3858,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2973,1,Dusoo,,Inhabitant,169000,2973,Report$,,,
3859,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,936365,1,Drangbal,,Inhabitant,,0,Report$,,,
3860,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,936454,1,Woyen Payeen,,Inhabitant,,0,Report$,,,
3861,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2975,1,Gund Bal,,Inhabitant,169200,2975,Report$,,,
3862,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,936369,1,Khrewa,,Inhabitant,,0,Report$,,,
3863,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2976,2,Shar Shali,,Inhabitant,169300,2976,Report$,,,
3864,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2979,2,Chandhara,,Inhabitant,169600,2979,Report$,,,
3865,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2959,2,Bethan,,Inhabitant,167600,2959,Report$,,,
3866,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2983,2,Leth Pora,,Inhabitant,170000,2983,Report$,,,
3867,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2960,2,Naginder,,Inhabitant,167700,2960,Report$,,,
3868,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,931742,2,Kadlabal,,Inhabitant,,0,Report$,,,
3869,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2964,2,Munpara,,Inhabitant,168100,2964,Report$,,,
3870,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2965,2,Meej,,Inhabitant,168200,2965,Report$,,,
3871,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2966,2,Baghi,,Inhabitant,168300,2966,Report$,,,
3872,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2962,2,Satpakhren,,Inhabitant,167900,2962,Report$,,,
3873,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2972,2,Konibal,,Inhabitant,168900,2972,Report$,,,
3874,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2963,2,Woyen Bala,,Inhabitant,168000,2963,Report$,,,
3875,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2961,2,Zaintrag,,Inhabitant,167800,2961,Report$,,,
3876,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2977,2,Mandak Pal,,Inhabitant,169400,2977,Report$,,,
3877,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2980,2,Patal Bagh,,Inhabitant,169700,2980,Report$,,,
3878,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2982,2,Alochi Bagh,,Inhabitant,169900,2982,Report$,,,
3879,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2974,2,Androosa,,Inhabitant,169100,2974,Report$,,,
3880,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2971,2,Krunchoo,,Inhabitant,168800,2971,Report$,,,
3881,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2969,2,Lal Pora (Chatdam),,Inhabitant,168600,2969,Report$,,,
3882,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2968,3,Jazeera Sitara,,Inhabitant,168500,2968,Report$,,,
3883,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2978,3,Ladhoo,,Inhabitant,169500,2978,Report$,,,
3884,1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore,2970,3,Namlabal,,Inhabitant,168700,2970,Report$,,,
